DateTime,Buyopen,Buyhigh,Buylow,Buyclose
2016-12-28 01:35:00,1.04755,1.04759,1.04742,1.04742
2016-12-28 01:40:00,1.04741,1.04754,1.04722,1.04748
2016-12-28 01:45:00,1.04747,1.04747,1.04726,1.04744
2016-12-28 01:50:00,1.04743,1.04743,1.0473,1.0473
2016-12-28 01:55:00,1.0473,1.04731,1.04713,1.04714
2016-12-28 02:00:00,1.04716,1.04716,1.04675,1.04688
2016-12-28 02:05:00,1.04686,1.0469,1.04658,1.04663
2016-12-28 02:10:00,1.04664,1.04668,1.04653,1.04655
2016-12-28 02:15:00,1.04654,1.04693,1.04654,1.0467
2016-12-28 02:20:00,1.04669,1.04675,1.04659,1.04664
2016-12-28 02:25:00,1.04666,1.047,1.04664,1.04684
2016-12-28 02:30:00,1.04681,1.04719,1.04678,1.04716
2016-12-28 02:35:00,1.04715,1.04715,1.0468,1.04684
2016-12-28 02:40:00,1.04683,1.04707,1.04668,1.04688
2016-12-28 02:45:00,1.04689,1.047,1.04671,1.04671
2016-12-28 02:50:00,1.04673,1.04673,1.04649,1.04652
2016-12-28 02:55:00,1.0465,1.04674,1.04641,1.04665
2016-12-28 03:00:00,1.04664,1.04668,1.04583,1.04609
2016-12-28 03:05:00,1.04608,1.0462,1.04566,1.04585
2016-12-28 03:10:00,1.04584,1.04585,1.04535,1.04555
2016-12-28 03:15:00,1.04553,1.04555,1.04513,1.04527
2016-12-28 03:20:00,1.04525,1.04529,1.04496,1.04527
2016-12-28 03:25:00,1.04527,1.04529,1.04517,1.04526
2016-12-28 03:30:00,1.04526,1.04533,1.04506,1.04523
2016-12-28 03:35:00,1.04521,1.04542,1.04515,1.04515
2016-12-28 03:40:00,1.04513,1.04518,1.04498,1.045
2016-12-28 03:45:00,1.04498,1.045,1.04438,1.0446
2016-12-28 03:50:00,1.04462,1.04468,1.04433,1.0444
2016-12-28 03:55:00,1.0444,1.04442,1.04409,1.04417
2016-12-28 04:00:00,1.04416,1.04437,1.04402,1.04435
2016-12-28 04:05:00,1.04437,1.04445,1.04407,1.0442
2016-12-28 04:10:00,1.04423,1.04461,1.04423,1.04446
2016-12-28 04:15:00,1.04444,1.0445,1.0442,1.04429
2016-12-28 04:20:00,1.04431,1.04433,1.04344,1.04348
2016-12-28 04:25:00,1.04346,1.04392,1.0434,1.04382
2016-12-28 04:30:00,1.04381,1.04392,1.0437,1.04387
2016-12-28 04:35:00,1.04389,1.04394,1.04371,1.04371
2016-12-28 04:40:00,1.04373,1.04387,1.04359,1.04379
2016-12-28 04:45:00,1.0438,1.04385,1.04342,1.04351
2016-12-28 04:50:00,1.04352,1.04369,1.04346,1.04347
2016-12-28 04:55:00,1.0435,1.04399,1.0435,1.04396
2016-12-28 05:00:00,1.04397,1.04423,1.04383,1.04408
2016-12-28 05:05:00,1.04407,1.0442,1.04402,1.04419
2016-12-28 05:10:00,1.04419,1.04446,1.04411,1.04442
2016-12-28 05:15:00,1.04443,1.04453,1.04405,1.04408
2016-12-28 05:20:00,1.04407,1.04422,1.04381,1.04391
2016-12-28 05:25:00,1.04389,1.04396,1.04371,1.04372
2016-12-28 05:30:00,1.04371,1.04391,1.04369,1.04382
2016-12-28 05:35:00,1.04381,1.04381,1.04357,1.04365
2016-12-28 05:40:00,1.04366,1.04367,1.04331,1.04358
2016-12-28 05:45:00,1.0436,1.04368,1.0432,1.04334
2016-12-28 05:50:00,1.04336,1.0438,1.04334,1.04369
2016-12-28 05:55:00,1.04367,1.04367,1.04316,1.04319
2016-12-28 06:00:00,1.0432,1.04359,1.043,1.04316
2016-12-28 06:05:00,1.04318,1.04328,1.04301,1.04312
2016-12-28 06:10:00,1.04311,1.04331,1.043,1.04302
2016-12-28 06:15:00,1.04301,1.04301,1.04201,1.04252
2016-12-28 06:20:00,1.0425,1.0425,1.04189,1.04206
2016-12-28 06:25:00,1.04209,1.04212,1.04114,1.04151
2016-12-28 06:30:00,1.0415,1.04177,1.04137,1.04175
2016-12-28 06:35:00,1.04177,1.04191,1.04154,1.04168
2016-12-28 06:40:00,1.04168,1.04178,1.04103,1.04115
2016-12-28 06:45:00,1.04114,1.04132,1.04097,1.0411
2016-12-28 06:50:00,1.04111,1.04146,1.04111,1.04141
2016-12-28 06:55:00,1.0414,1.0418,1.04119,1.04171
2016-12-28 07:00:00,1.04171,1.04181,1.04147,1.04152
2016-12-28 07:05:00,1.04152,1.04185,1.04132,1.04135
2016-12-28 07:10:00,1.04132,1.04132,1.0401,1.04018
2016-12-28 07:15:00,1.0402,1.04029,1.03992,1.03992
2016-12-28 07:20:00,1.03991,1.04005,1.03984,1.03998
2016-12-28 07:25:00,1.03998,1.04008,1.03981,1.04006
2016-12-28 07:30:00,1.04004,1.04012,1.03934,1.03944
2016-12-28 07:35:00,1.03945,1.03974,1.03944,1.03971
2016-12-28 07:40:00,1.03971,1.0399,1.03953,1.03969
2016-12-28 07:45:00,1.03968,1.03997,1.03939,1.03975
2016-12-28 07:50:00,1.03975,1.03981,1.03951,1.03956
2016-12-28 07:55:00,1.03958,1.0398,1.0394,1.03972
2016-12-28 08:00:00,1.03976,1.0398,1.03938,1.03946
2016-12-28 08:05:00,1.03951,1.04013,1.03949,1.03968
2016-12-28 08:10:00,1.03968,1.04013,1.03967,1.04013
2016-12-28 08:15:00,1.04007,1.04019,1.03975,1.03986
2016-12-28 08:20:00,1.03989,1.03998,1.03982,1.03991
2016-12-28 08:25:00,1.03992,1.03992,1.03964,1.03985
2016-12-28 08:30:00,1.03987,1.03987,1.03941,1.03946
2016-12-28 08:35:00,1.03947,1.03947,1.03865,1.03886
2016-12-28 08:40:00,1.03887,1.03925,1.03883,1.03906
2016-12-28 08:45:00,1.03906,1.03935,1.039,1.03926
2016-12-28 08:50:00,1.03928,1.03956,1.03904,1.03949
2016-12-28 08:55:00,1.03949,1.03971,1.03922,1.03933
2016-12-28 09:00:00,1.03935,1.0396,1.03904,1.03907
2016-12-28 09:05:00,1.03917,1.03957,1.03911,1.03939
2016-12-28 09:10:00,1.03935,1.03946,1.03901,1.03912
2016-12-28 09:15:00,1.03909,1.03928,1.03904,1.03915
2016-12-28 09:20:00,1.03914,1.03939,1.03897,1.03909
2016-12-28 09:25:00,1.03913,1.03942,1.03894,1.03942
2016-12-28 09:30:00,1.03942,1.03964,1.03925,1.03956
2016-12-28 09:35:00,1.03957,1.03985,1.03944,1.03971
2016-12-28 09:40:00,1.03972,1.04002,1.03963,1.03996
2016-12-28 09:45:00,1.03995,1.04,1.03968,1.03969
2016-12-28 09:50:00,1.03968,1.03994,1.03951,1.03958
2016-12-28 09:55:00,1.03962,1.03973,1.03873,1.03884
2016-12-28 10:00:00,1.03885,1.03937,1.03849,1.03893
2016-12-28 10:05:00,1.03894,1.03967,1.03894,1.03944
2016-12-28 10:10:00,1.03946,1.03975,1.03946,1.0396
2016-12-28 10:15:00,1.03959,1.03993,1.03959,1.03984
2016-12-28 10:20:00,1.03983,1.04033,1.03982,1.04016
2016-12-28 10:25:00,1.04018,1.0403,1.03934,1.03938
2016-12-28 10:30:00,1.03939,1.03973,1.03928,1.03934
2016-12-28 10:35:00,1.03937,1.03948,1.03907,1.0393
2016-12-28 10:40:00,1.03935,1.0401,1.03934,1.0399
2016-12-28 10:45:00,1.0399,1.03996,1.03964,1.03976
2016-12-28 10:50:00,1.03977,1.04001,1.03946,1.03983
2016-12-28 10:55:00,1.0398,1.03985,1.0393,1.0393
2016-12-28 11:00:00,1.03931,1.03986,1.03929,1.0397
2016-12-28 11:05:00,1.03971,1.03982,1.03948,1.03949
2016-12-28 11:10:00,1.0395,1.03959,1.03909,1.0392
2016-12-28 11:15:00,1.03919,1.03947,1.03901,1.03947
2016-12-28 11:20:00,1.03955,1.03972,1.03922,1.03925
2016-12-28 11:25:00,1.03925,1.03966,1.03915,1.03953
2016-12-28 11:30:00,1.03952,1.03989,1.03932,1.03951
2016-12-28 11:35:00,1.03952,1.03961,1.03928,1.0394
2016-12-28 11:40:00,1.03941,1.03948,1.03917,1.03918
2016-12-28 11:45:00,1.0392,1.03927,1.03891,1.03892
2016-12-28 11:50:00,1.03894,1.03907,1.03884,1.03889
2016-12-28 11:55:00,1.03888,1.03899,1.03879,1.03888
2016-12-28 12:00:00,1.03888,1.03896,1.0388,1.03888
2016-12-28 12:05:00,1.03888,1.03892,1.03796,1.03814
2016-12-28 12:10:00,1.03816,1.03849,1.03809,1.03815
2016-12-28 12:15:00,1.03815,1.03822,1.03773,1.03788
2016-12-28 12:20:00,1.03791,1.03794,1.03764,1.03768
2016-12-28 12:25:00,1.03769,1.03769,1.03719,1.03737
2016-12-28 12:30:00,1.03738,1.03785,1.03737,1.03781
2016-12-28 12:35:00,1.03783,1.03808,1.03781,1.03791
2016-12-28 12:40:00,1.03789,1.03801,1.03783,1.03792
2016-12-28 12:45:00,1.03794,1.03849,1.03791,1.03842
2016-12-28 12:50:00,1.03843,1.03852,1.03828,1.03844
2016-12-28 12:55:00,1.03846,1.03862,1.03834,1.03837
2016-12-28 13:00:00,1.03839,1.03853,1.03824,1.03844
2016-12-28 13:05:00,1.03845,1.03915,1.03839,1.03887
2016-12-28 13:10:00,1.03886,1.03945,1.03877,1.03899
2016-12-28 13:15:00,1.03899,1.03933,1.03899,1.03917
2016-12-28 13:20:00,1.03916,1.03933,1.03889,1.03894
2016-12-28 13:25:00,1.03895,1.03956,1.03894,1.03955
2016-12-28 13:30:00,1.03955,1.03965,1.03936,1.03939
2016-12-28 13:35:00,1.0394,1.03963,1.03936,1.03943
2016-12-28 13:40:00,1.03944,1.03947,1.03934,1.03943
2016-12-28 13:45:00,1.03944,1.0396,1.03933,1.03945
2016-12-28 13:50:00,1.03946,1.03952,1.03923,1.03932
2016-12-28 13:55:00,1.03932,1.0399,1.03932,1.03977
2016-12-28 14:00:00,1.03977,1.03977,1.03942,1.03947
2016-12-28 14:05:00,1.03943,1.03994,1.03942,1.03983
2016-12-28 14:10:00,1.03979,1.04012,1.03962,1.04011
2016-12-28 14:15:00,1.0401,1.0405,1.04003,1.04038
2016-12-28 14:20:00,1.04039,1.04079,1.04039,1.04073
2016-12-28 14:25:00,1.04073,1.0408,1.04044,1.04044
2016-12-28 14:30:00,1.04046,1.04061,1.04025,1.04047
2016-12-28 14:35:00,1.04048,1.0406,1.04035,1.0406
2016-12-28 14:40:00,1.04061,1.04131,1.04055,1.04099
2016-12-28 14:45:00,1.04098,1.04117,1.04064,1.04069
2016-12-28 14:50:00,1.04069,1.04087,1.04055,1.0406
2016-12-28 14:55:00,1.04058,1.04098,1.04052,1.0409
2016-12-28 15:00:00,1.0409,1.04092,1.04054,1.04068
2016-12-28 15:05:00,1.04069,1.04113,1.04066,1.04107
2016-12-28 15:10:00,1.04107,1.04184,1.04107,1.04151
2016-12-28 15:15:00,1.04149,1.04172,1.04145,1.04158
2016-12-28 15:20:00,1.04156,1.04156,1.04112,1.04117
2016-12-28 15:25:00,1.04113,1.04128,1.04111,1.04125
2016-12-28 15:30:00,1.04127,1.04147,1.04125,1.04146
2016-12-28 15:35:00,1.04143,1.04151,1.04122,1.0413
2016-12-28 15:40:00,1.04129,1.04137,1.04102,1.04109
2016-12-28 15:45:00,1.0411,1.04118,1.04086,1.04086
2016-12-28 15:50:00,1.04086,1.04088,1.0407,1.04077
2016-12-28 15:55:00,1.04076,1.04088,1.04075,1.04075
2016-12-28 16:00:00,1.04073,1.04076,1.04062,1.04069
2016-12-28 16:05:00,1.04067,1.04082,1.04062,1.04082
2016-12-28 16:10:00,1.04084,1.04118,1.04084,1.04111
2016-12-28 16:15:00,1.04111,1.04111,1.04081,1.04082
2016-12-28 16:20:00,1.04083,1.04166,1.04082,1.0416
2016-12-28 16:25:00,1.0416,1.0416,1.04133,1.04135
2016-12-28 16:30:00,1.04133,1.04135,1.04111,1.04121
2016-12-28 16:35:00,1.04119,1.04131,1.04114,1.04131
2016-12-28 16:40:00,1.04141,1.04151,1.04136,1.04146
2016-12-28 16:45:00,1.04147,1.04166,1.04146,1.04156
2016-12-28 16:50:00,1.04157,1.04161,1.04147,1.04147
2016-12-28 16:55:00,1.04149,1.04152,1.04105,1.0411
2016-12-28 17:00:00,1.04107,1.04157,1.04107,1.04132
2016-12-28 17:05:00,1.04136,1.04138,1.04075,1.04085
2016-12-28 17:10:00,1.04084,1.04132,1.04079,1.04132
2016-12-28 17:15:00,1.04135,1.04158,1.04106,1.04121
2016-12-28 17:20:00,1.0412,1.04143,1.0412,1.04139
2016-12-28 17:25:00,1.04139,1.04143,1.04136,1.04139
2016-12-28 17:30:00,1.04138,1.04183,1.04133,1.04133
2016-12-28 17:35:00,1.04134,1.04181,1.04134,1.04161
2016-12-28 17:40:00,1.04161,1.04163,1.04147,1.04161
2016-12-28 17:45:00,1.04161,1.04161,1.04128,1.04159
2016-12-28 17:50:00,1.04158,1.04172,1.04151,1.04164
2016-12-28 17:55:00,1.04164,1.04189,1.04154,1.04182
2016-12-28 18:00:00,1.04181,1.04198,1.04162,1.04186
2016-12-28 18:05:00,1.04187,1.04199,1.04183,1.04198
2016-12-28 18:10:00,1.042,1.04209,1.0418,1.042
2016-12-28 18:15:00,1.04203,1.04215,1.04187,1.04205
2016-12-28 18:20:00,1.04203,1.04214,1.04189,1.04205
2016-12-28 18:25:00,1.04205,1.04225,1.04201,1.04222
2016-12-28 18:30:00,1.04222,1.04224,1.042,1.04202
2016-12-28 18:35:00,1.04203,1.04218,1.04181,1.04181
2016-12-28 18:40:00,1.04182,1.04188,1.04167,1.04179
2016-12-28 18:45:00,1.0418,1.04183,1.04152,1.04172
2016-12-28 18:50:00,1.04173,1.04209,1.04168,1.04201
2016-12-28 18:55:00,1.04198,1.04198,1.0414,1.04141
2016-12-28 19:00:00,1.04143,1.04235,1.04138,1.04234
2016-12-28 19:05:00,1.04234,1.04263,1.04224,1.04252
2016-12-28 19:10:00,1.04251,1.04257,1.04235,1.04247
2016-12-28 19:15:00,1.04246,1.0429,1.04246,1.04268
2016-12-28 19:20:00,1.04269,1.0429,1.04257,1.04274
2016-12-28 19:25:00,1.04274,1.04303,1.04266,1.04292
2016-12-28 19:30:00,1.04292,1.04292,1.04239,1.04252
2016-12-28 19:35:00,1.04253,1.04323,1.04234,1.04314
2016-12-28 19:40:00,1.04312,1.04312,1.0428,1.04298
2016-12-28 19:45:00,1.04299,1.04307,1.04296,1.04307
2016-12-28 19:50:00,1.04308,1.04316,1.04258,1.04264
2016-12-28 19:55:00,1.04259,1.04294,1.0424,1.04256
2016-12-28 20:00:00,1.04254,1.04304,1.04252,1.04275
2016-12-28 20:05:00,1.04276,1.04311,1.04276,1.0431
2016-12-28 20:10:00,1.04311,1.04343,1.04293,1.0433
2016-12-28 20:15:00,1.04329,1.04333,1.0428,1.0428
2016-12-28 20:20:00,1.04282,1.04297,1.04246,1.04264
2016-12-28 20:25:00,1.04269,1.04329,1.04269,1.04329
2016-12-28 20:30:00,1.04329,1.04329,1.04292,1.04312
2016-12-28 20:35:00,1.04311,1.04371,1.04299,1.04359
2016-12-28 20:40:00,1.04357,1.04369,1.04345,1.04361
2016-12-28 20:45:00,1.04362,1.04379,1.0435,1.04364
2016-12-28 20:50:00,1.04366,1.04375,1.04344,1.04345
2016-12-28 20:55:00,1.04346,1.04369,1.04334,1.04337
2016-12-28 21:00:00,1.04339,1.04376,1.04334,1.04371
2016-12-28 21:05:00,1.04369,1.04387,1.04358,1.04376
2016-12-28 21:10:00,1.04376,1.04387,1.0437,1.04372
2016-12-28 21:15:00,1.0437,1.04397,1.04363,1.04366
2016-12-28 21:20:00,1.04366,1.04397,1.04361,1.04387
2016-12-28 21:25:00,1.04386,1.04386,1.04368,1.04376
2016-12-28 21:30:00,1.04378,1.04387,1.04342,1.04347
2016-12-28 21:35:00,1.04345,1.04347,1.04325,1.04325
2016-12-28 21:40:00,1.04326,1.04342,1.04302,1.04312
2016-12-28 21:45:00,1.04313,1.04338,1.04304,1.0432
2016-12-28 21:50:00,1.04322,1.0433,1.043,1.043
2016-12-28 21:55:00,1.043,1.04348,1.04292,1.04346
2016-12-28 22:00:00,1.04349,1.04352,1.04335,1.04336
2016-12-28 22:05:00,1.04335,1.04338,1.04324,1.04326
2016-12-28 22:10:00,1.04325,1.04369,1.04325,1.04367
2016-12-28 22:15:00,1.04369,1.04376,1.04339,1.04355
2016-12-28 22:20:00,1.04356,1.04359,1.04352,1.04355
2016-12-28 22:25:00,1.04355,1.04367,1.04351,1.04366
2016-12-28 22:30:00,1.04366,1.04378,1.0436,1.04376
2016-12-28 22:35:00,1.04378,1.04405,1.04375,1.044
2016-12-28 22:40:00,1.04399,1.04404,1.04375,1.04404
2016-12-28 22:45:00,1.04403,1.04425,1.04386,1.04387
2016-12-28 22:50:00,1.04388,1.044,1.04376,1.04394
2016-12-28 22:55:00,1.04394,1.0442,1.0438,1.04417
2016-12-28 23:00:00,1.04418,1.04485,1.04415,1.04469
2016-12-28 23:05:00,1.0447,1.0449,1.04465,1.04484
2016-12-28 23:10:00,1.04485,1.04509,1.04478,1.04496
2016-12-28 23:15:00,1.04496,1.0453,1.04495,1.04502
2016-12-28 23:20:00,1.04503,1.04562,1.04501,1.04543
2016-12-28 23:25:00,1.04543,1.04575,1.04531,1.04575
2016-12-28 23:30:00,1.04578,1.04589,1.04528,1.0454
2016-12-28 23:35:00,1.0454,1.04566,1.04533,1.04561
2016-12-28 23:40:00,1.04561,1.04594,1.04544,1.04593
2016-12-28 23:45:00,1.04595,1.04599,1.04583,1.04593
2016-12-28 23:50:00,1.04595,1.04598,1.04578,1.04579
2016-12-28 23:55:00,1.04578,1.04583,1.04537,1.0455
2016-12-29 00:00:00,1.04549,1.04554,1.04537,1.04552
2016-12-29 00:05:00,1.04549,1.04618,1.04546,1.04612
2016-12-29 00:10:00,1.0461,1.0461,1.046,1.04607
2016-12-29 00:15:00,1.04613,1.04616,1.04575,1.04582
2016-12-29 00:20:00,1.0458,1.04648,1.0458,1.04605
2016-12-29 00:25:00,1.04606,1.04623,1.04598,1.04608
2016-12-29 00:30:00,1.04607,1.04607,1.04579,1.04582
2016-12-29 00:35:00,1.04583,1.04599,1.0458,1.04585
2016-12-29 00:40:00,1.04584,1.04607,1.04581,1.04597
2016-12-29 00:45:00,1.04597,1.04597,1.04553,1.04558
2016-12-29 00:50:00,1.04557,1.046,1.0455,1.04584
2016-12-29 00:55:00,1.04587,1.04603,1.04579,1.04602
2016-12-29 01:00:00,1.04601,1.04607,1.04596,1.04602
2016-12-29 01:05:00,1.04603,1.04607,1.04583,1.04595
2016-12-29 01:10:00,1.04593,1.04598,1.04578,1.04578
2016-12-29 01:15:00,1.04577,1.04583,1.04562,1.04576
2016-12-29 01:20:00,1.04574,1.04588,1.04568,1.04582
2016-12-29 01:25:00,1.04577,1.04602,1.04531,1.04558
2016-12-29 01:30:00,1.04559,1.04563,1.04537,1.04537
2016-12-29 01:35:00,1.0454,1.04559,1.04528,1.04542
2016-12-29 01:40:00,1.04542,1.04601,1.04533,1.04599
2016-12-29 01:45:00,1.04598,1.04624,1.04571,1.04621
2016-12-29 01:50:00,1.04621,1.04625,1.04611,1.04611
2016-12-29 01:55:00,1.04609,1.04624,1.04599,1.04607
2016-12-29 02:00:00,1.04605,1.04605,1.04556,1.04578
2016-12-29 02:05:00,1.04579,1.04598,1.04553,1.04572
2016-12-29 02:10:00,1.04573,1.04579,1.04544,1.04555
2016-12-29 02:15:00,1.04557,1.04627,1.04557,1.04609
2016-12-29 02:20:00,1.04611,1.04617,1.04572,1.0458
2016-12-29 02:25:00,1.04578,1.04617,1.0457,1.04572
2016-12-29 02:30:00,1.04572,1.0461,1.04542,1.04568
2016-12-29 02:35:00,1.0457,1.04589,1.04561,1.04574
2016-12-29 02:40:00,1.04575,1.04597,1.04564,1.04593
2016-12-29 02:45:00,1.04591,1.04596,1.04571,1.04571
2016-12-29 02:50:00,1.04572,1.04578,1.04532,1.04538
2016-12-29 02:55:00,1.04538,1.04553,1.04512,1.04516
2016-12-29 03:00:00,1.04516,1.04551,1.04513,1.0452
2016-12-29 03:05:00,1.04517,1.04524,1.04499,1.04508
2016-12-29 03:10:00,1.04512,1.0455,1.04509,1.04512
2016-12-29 03:15:00,1.04513,1.04536,1.04504,1.04525
2016-12-29 03:20:00,1.04523,1.04544,1.04516,1.04537
2016-12-29 03:25:00,1.04539,1.0455,1.04515,1.04537
2016-12-29 03:30:00,1.04536,1.04539,1.04475,1.04475
2016-12-29 03:35:00,1.04476,1.0448,1.04428,1.04445
2016-12-29 03:40:00,1.04448,1.04465,1.04426,1.04457
2016-12-29 03:45:00,1.0446,1.04464,1.04436,1.04439
2016-12-29 03:50:00,1.04439,1.04459,1.04429,1.0445
2016-12-29 03:55:00,1.04448,1.0447,1.04428,1.04456
2016-12-29 04:00:00,1.04454,1.04559,1.04453,1.04551
2016-12-29 04:05:00,1.04553,1.04599,1.04544,1.04567
2016-12-29 04:10:00,1.04569,1.04612,1.04563,1.0457
2016-12-29 04:15:00,1.04569,1.04598,1.04535,1.04545
2016-12-29 04:20:00,1.04544,1.04567,1.04526,1.04563
2016-12-29 04:25:00,1.04565,1.04567,1.04525,1.04537
2016-12-29 04:30:00,1.04538,1.0461,1.0453,1.04605
2016-12-29 04:35:00,1.04607,1.0469,1.04585,1.04686
2016-12-29 04:40:00,1.04687,1.04699,1.04645,1.04685
2016-12-29 04:45:00,1.04689,1.04751,1.04663,1.04749
2016-12-29 04:50:00,1.04746,1.04796,1.04706,1.04711
2016-12-29 04:55:00,1.04719,1.04732,1.04663,1.04687
2016-12-29 05:00:00,1.04687,1.04725,1.04667,1.04691
2016-12-29 05:05:00,1.0469,1.04722,1.04667,1.04718
2016-12-29 05:10:00,1.04718,1.04733,1.04705,1.04717
2016-12-29 05:15:00,1.04715,1.04766,1.04699,1.04755
2016-12-29 05:20:00,1.04755,1.04755,1.04714,1.04728
2016-12-29 05:25:00,1.04727,1.04756,1.04715,1.04716
2016-12-29 05:30:00,1.04717,1.04756,1.04696,1.04696
2016-12-29 05:35:00,1.04699,1.04717,1.04683,1.0471
2016-12-29 05:40:00,1.0471,1.04725,1.04681,1.04724
2016-12-29 05:45:00,1.04725,1.0476,1.04706,1.04709
2016-12-29 05:50:00,1.0471,1.04758,1.04706,1.04725
2016-12-29 05:55:00,1.04729,1.0474,1.04687,1.04706
2016-12-29 06:00:00,1.04707,1.04741,1.04701,1.04706
2016-12-29 06:05:00,1.04702,1.04736,1.04699,1.04733
2016-12-29 06:10:00,1.04734,1.0475,1.04714,1.0472
2016-12-29 06:15:00,1.04724,1.04734,1.04704,1.04704
2016-12-29 06:20:00,1.04705,1.04709,1.04649,1.04649
2016-12-29 06:25:00,1.04647,1.04668,1.0461,1.04626
2016-12-29 06:30:00,1.0463,1.04639,1.0459,1.04595
2016-12-29 06:35:00,1.04596,1.04605,1.04566,1.04575
2016-12-29 06:40:00,1.04578,1.04587,1.04559,1.04564
2016-12-29 06:45:00,1.04565,1.04568,1.04554,1.04563
2016-12-29 06:50:00,1.04563,1.04564,1.04528,1.04551
2016-12-29 06:55:00,1.04552,1.04556,1.04501,1.04539
2016-12-29 07:00:00,1.0454,1.04559,1.04534,1.04556
2016-12-29 07:05:00,1.04555,1.04563,1.04535,1.04563
2016-12-29 07:10:00,1.04562,1.04565,1.04524,1.04564
2016-12-29 07:15:00,1.04562,1.04599,1.04558,1.04588
2016-12-29 07:20:00,1.04589,1.04626,1.04589,1.0462
2016-12-29 07:25:00,1.04622,1.04624,1.04581,1.04595
2016-12-29 07:30:00,1.04596,1.04618,1.04558,1.04561
2016-12-29 07:35:00,1.04562,1.04595,1.0456,1.04575
2016-12-29 07:40:00,1.04578,1.04587,1.04543,1.04545
2016-12-29 07:45:00,1.04544,1.04546,1.04513,1.04543
2016-12-29 07:50:00,1.04541,1.04542,1.045,1.04509
2016-12-29 07:55:00,1.04509,1.04512,1.04468,1.0448
2016-12-29 08:00:00,1.04478,1.04517,1.04477,1.04509
2016-12-29 08:05:00,1.04511,1.0455,1.04508,1.0455
2016-12-29 08:10:00,1.04549,1.04564,1.04524,1.04524
2016-12-29 08:15:00,1.04523,1.04534,1.04464,1.04476
2016-12-29 08:20:00,1.04476,1.04488,1.04454,1.04457
2016-12-29 08:25:00,1.04458,1.04496,1.04458,1.0449
2016-12-29 08:30:00,1.04489,1.04546,1.0448,1.04498
2016-12-29 08:35:00,1.04495,1.04511,1.0447,1.04504
2016-12-29 08:40:00,1.04506,1.04506,1.04455,1.04465
2016-12-29 08:45:00,1.04464,1.04539,1.04464,1.04536
2016-12-29 08:50:00,1.04535,1.04675,1.04534,1.04673
2016-12-29 08:55:00,1.04673,1.04677,1.04572,1.04649
2016-12-29 09:00:00,1.04648,1.0465,1.04562,1.04566
2016-12-29 09:05:00,1.04567,1.04569,1.04516,1.04548
2016-12-29 09:10:00,1.04549,1.04579,1.04548,1.04563
